"WK" "CPU_CLOCKS_UNHALTED" "INSTRUCTIONS_RETIRED" "UOPS_RETIRED" "DISPATCH_STALLS" "DISPATCHED_FAST_FPU" "BRANCH_MISPREDICT_RETIRED" "POWER"
18 63921133278 84491031278 89120591736 32271763179 1505363600 139997235 101.5625
18 63847274432 84715693148 89485729721 32344836229 1503272053 144690490 101.3
18 63878721652 72959996508 76744730131 32338249469 1502886795 145966650 100.8125
18 63911111631 73341806712 77138896244 32306992019 1504911889 142893016 99.7875
18 63879522799 73219270384 77005328313 32338092861 1503177475 141742273 99.575
18 63850020465 73335883378 77135408873 32369610672 1502884090 138129334 99.4375
18 63849343183 73434048134 77234500712 32386185738 1504042622 138203592 99.4125
18 63911041070 73406135934 77207277044 32332854673 1504292041 138929450 99.3
18 63879631880 73229951484 77020078212 32342080797 1501823615 140838568 99.275
18 63911336266 73301873620 77099183962 32356761292 1505670639 139359466 99.275
18 63910910521 73564795266 77372101436 32360225281 1502629924 140651464 99.275
18 63911502934 73501486273 77308615726 32343635254 1503947712 141247644 99.2
18 63879758020 73580545559 77389471189 32383020444 1505092347 141883417 99.1875
18 63878982300 73565266305 77372913118 32377369846 1505127502 139727520 99.175
18 63878904651 73259161066 77041601553 32337746794 1499316976 147063656 99.1375
18 63942852046 73307346715 77089861325 32364503920 1503576923 139395091 99.125
18 63910646314 72796827184 76557213117 32322306193 1506261040 139678283 99.05
18 63879144659 73372651368 77169998784 32324661423 1505726709 140100047 99.05
18 63850417421 73218581568 77003036863 29904572288 1430211279 172778213 99.1875
18 63942940183 73431863743 77237549087 23919009730 1225951916 249842263 99.875
18 63943056893 73511685930 77312997863 26478268760 1406358917 240527786 100.3625
18 63871165345 78151669629 84370652363 28072631650 1530018146 240491811 100.3375
18 63849447037 82147752110 91605288266 28049433650 1531784668 239429580 100.8625
18 63850524367 80877132608 86170435466 28073420203 1529708423 237176590 101.0375
18 63942551762 80272424154 83245168060 28086967432 1529091347 236103440 100.8125
18 22494696009 28165335671 29214742733 5187688160 272926081 44436972 68.55
19 61893097356 81666348870 87446336887 21580910308 147140187 400248221 102.3875
19 63285638044 85004521731 90867182485 21462702402 166362247 366982895 105.75
19 62877587000 88182841667 94263792512 21729725198 185467411 289476282 106.1
19 63707928092 78191873271 82849712556 28100485110 585002099 224893946 105.0125
19 64035144601 71372356131 75151130962 31259715246 831473824 228749316 102.7125
19 63942553953 71790405269 75539351163 31233926947 844076610 219994669 102.5625
19 63850582694 71613385006 75456063745 30608844901 841617218 256850006 102.425
19 63916091565 71690946862 75465458573 30654241429 838390870 254886933 102.475
19 63866071648 70462513731 74184435098 31337906976 850537099 259989208 102.425
19 63868704066 71349342394 75073820253 30851631843 832139834 269835723 102.3125
19 63879606431 70601007610 74640886278 32387803869 1025888189 206792390 102.1375
19 63878851291 67597910997 72272266364 36699148626 1469136650 55909603 99.775
19 63879554984 67624107687 72299850854 36649773743 1470598138 51617466 98.4875
19 63911293126 67647693188 72325204882 36627124529 1473582522 47622790 98
19 63943609353 67683120741 72363069121 36626279955 1473615464 46994577 97.75
19 63879534776 67630404565 72306968545 36656582733 1476378607 43885468 97.625
19 41841033675 44986831134 50499394479 30972130679 808802817 41471891 81.7375
19 15209867266 17810665698 24749432186 15455535990 26864426 55301800 66.1125
19 7444963760 8720905239 11876197092 11813262436 15380050 33047010 60.875
20 31608986304 42189303044 48233918313 27674551284 24734997 165728231 84.2625
20 32107023844 40024840613 45624370829 31106706568 24494188 171408695 83
20 32021796406 38875475305 44347284413 32574957835 25111430 157043372 82.3375
20 57440385780 55678879574 60613920395 35053719957 367289614 131149576 89.0375
20 63871737079 60756388436 65578051321 37993688105 1123956825 96236354 96.425
20 63879411843 60415948765 65190935094 38278386175 1123436694 101817433 96.9875
20 63876009621 59311504610 64029392904 38180323834 1180833358 82545067 97.075
20 63943355960 59771630327 64460930056 38247272294 1164217303 88221545 97
20 63943427812 59899816800 64609250660 38025280058 1156549799 95675125 96.975
20 64140076341 58515820449 63176142269 38404221862 1160227062 93865092 97.0125
20 63943542284 59423971116 64101622667 38296174267 1164833068 90578591 96.875
20 63879666240 57899471134 62488663897 42269083674 923363132 66143730 96.775
20 63850834968 45163168031 49215102377 44216751949 796410434 56517326 96.55
20 63879668445 45141289113 49196298623 44271049691 792131208 59261064 96.325
20 63850340259 45080218147 49128359242 44253265251 796110480 57768498 96.25
20 63880102878 45078773468 49129038516 44282475472 793691757 58306465 96.2125
20 63880106200 45145596692 49196127578 44285768395 798963599 57026262 96.2125
20 61687365878 43392194736 48633341267 44288002737 793883017 58261196 96.2375
20 55026945378 37485422084 48338675986 43810943647 361449683 72727502 95.6125
20 60469457044 27284860794 32160458318 42286642429 56210437 90469518 95
20 63275322328 24293737902 27587813568 52780744374 38312465 37870468 95.3125
20 63167315749 24245617989 27533057909 52711725113 39888991 37531836 95.675
20 63268385828 24284620661 27575645216 52606641863 40248161 38895530 95.9625
20 63214473821 24258953657 27546705328 52629978469 40307562 38381578 96.1125
20 63041858019 24191759652 27469601942 52668260349 40437942 38945692 96.2
20 63177040691 24247497743 27532188320 52626125982 40505898 39428321 96.3125
20 58829592468 22276954472 25297652647 48400201826 28242103 28962793 89.5375
20 16048098163 2910319867 3335721123 42316323746 66704 9532748 71.925
20 11268215475 2996841946 3405758315 17402153653 76620 5279852 61.0375
21 51229994626 54493978960 58308292019 35005394530 65413932 143733554 97.1
21 53399960559 55270042354 58658455145 35849485146 68937349 143010722 98.9625
21 53601152349 55718108515 59115196933 36324717378 69294929 130245088 99.0125
21 55187700382 54523305175 57572114999 41164287478 535628740 97343185 98.775
21 63883858378 56722073406 59183767674 41979445607 774536734 89954113 98.55
21 63851485423 56799677894 59264397998 42362086421 741528397 91350485 98.475
21 63942291204 57190922826 59679526964 41500579408 817832686 88699081 98.475
21 63880132780 58248707055 60869963258 40871645461 881100309 93671344 98.4125
21 63941417989 58897391493 61868632222 41850403011 780023378 86004415 98.3625
21 63880755553 55326190489 57724566175 41247754997 796659158 101036959 98.275
21 63944122703 55976398885 58445331861 42082716644 751946155 106022587 98.0375
21 63943713345 55444040314 57857449176 42217810113 743007301 107382287 97.825
21 63880002193 56692731172 59170533444 42412441319 739058246 94548684 97.725
21 63944321113 57158144610 59668708579 42113319915 754300086 94553780 97.725
21 63943650979 56604186847 59043651581 41223789733 844062337 92466587 97.825
21 63937858848 57310851743 59840971429 42026594167 767463395 82069861 97.825
21 63879712168 59885664014 63077233925 41768401061 792154001 86881499 97.825
21 63944022592 55576195557 58018251199 41318330795 789529172 96898914 97.875
21 63941491396 56055278198 58543598609 42220330800 750715576 100201814 97.75
21 63879589525 55732860687 58189076970 41306543670 838576510 105560668 97.775
21 63873306742 56402015664 58855800665 42566585971 738057851 92889731 97.625
21 63835851891 57240155434 59710175288 41148978330 848659500 94196671 97.6625
21 55116127406 54793162227 63664362307 37854174864 161330165 78744949 97.8375
21 58853552990 49218463978 53505775388 41120772319 75167966 52840761 98.175
21 59898912469 43116472457 43513296891 47809980323 71179950 5094279 98.35
21 63597170356 42879508054 42987196026 47204693168 61971968 32111104 97.1625
21 63684515536 42839183099 42947518380 47861507762 67060013 36804507 98.7375
21 63580464757 44586496947 44654785761 47954918617 68825382 18863106 98.875
21 63707621635 44808335522 44877747596 47908366462 70454990 8069530 99.0125
21 63627724508 45158860684 45225795888 47885272972 70942625 5578659 98.975
21 59903831226 41720197352 42167626929 47947592167 63492303 20020632 98.9
21 63697805027 42886025529 42997642827 47888195879 66951549 33695164 98.9625
21 63641726642 44675154111 44743593908 47970155407 69108637 16253930 99.0375
21 63574477701 44747992044 44817686199 47939644895 70382851 7985541 99.0375
21 62807401958 44660849901 44820280505 47845727082 71257777 5783458 99.1
22 53604396715 54899520629 57793457175 26698526164 2435588662 631470471 97.4625
22 64135507705 70426936260 72648034722 24550372603 2634645475 715613818 102.7
22 63850030579 70608896870 72690837028 23966015318 2699394712 736938587 103.0375
22 63879788999 68835535222 71123152023 24585826969 2596937716 725808318 103.2625
22 63880286686 69738895094 71942026963 24578297795 2608148112 723383811 103.35
22 63879116454 69938273490 72152240122 24228683873 2667503109 716872548 103.45
22 63879261474 69895950456 72173752413 24730179169 2629711195 709666318 103.5125
22 63851299171 69510203318 71847817982 24443384101 2611559374 723021947 103.525
22 63911173051 71560000374 73632750679 24206155064 2697327462 711307729 103.5875
22 63912188518 70310233719 72465772619 24434688403 2635478277 728268589 103.5875
22 63851645803 70561284022 72693471959 24079991248 2684877601 721431490 103.6125
22 63911408105 71774702817 73783804871 23727380994 2730305751 727276976 103.675
22 63850500409 70445001757 72564222306 23909663915 2685406321 731032298 103.7375
22 63849944716 71427834998 73562655089 23839848019 2691877838 730174884 103.7
22 63879440884 70744407550 72950787218 24402544408 2661809611 713978652 103.6875
22 63879167010 68577062873 70942418855 25334167078 2557270691 695313201 103.6625
22 63879954075 70564099427 72735292070 23938181255 2676292226 735460164 103.7
22 63958791312 70088452127 72348389480 24490203395 2619692356 719636426 103.675
22 63879700359 69664543678 71880372329 24767686730 2625312295 712567170 103.6625
22 64077701187 72624003921 74557801519 23052697445 2785839596 747562776 103.725
22 63933778226 70200429179 72443876972 24738625305 2623583209 707574872 103.7
22 63879242243 71067130326 73127444985 23549450433 2714484951 745441342 103.7
22 63911118291 69106169762 71381204349 24942118835 2618883694 706095838 103.7375
22 63942944151 69963279597 72124650468 24821234561 2612233072 717736805 103.7
22 63905505401 71312010905 73387365464 23878281815 2709425398 725759906 103.75
22 63880010104 69725661247 71945860550 24431670346 2642343695 720645967 103.725
22 63943992475 71727803293 73786734255 24181755465 2705460972 714404635 103.7625
22 63887284639 70489802978 72705485017 24289921338 2647073812 724091905 103.825
22 63850719765 69929067456 72143364369 24306745447 2659809114 718823217 103.8625
22 63911495181 70465969535 72601846132 23947759128 2678578004 739724353 103.7875
22 63879615622 70598873755 72670572831 24116024477 2675763076 730222236 103.875
22 63911236142 72084657658 74095629482 23657662494 2725189128 731973804 103.9375
22 63879235637 70455282122 72634624689 24103830017 2682491092 726820404 103.8375
22 63879445142 71773296695 73757593735 23658519585 2715796588 740577926 103.8625
22 63850875291 71673633850 73691204092 23611404799 2756930768 730576284 103.8875
22 63897831706 72444644104 74467166255 23278344819 2775833647 735789073 103.975
22 63879328651 70468607001 72681036503 24491280097 2652889496 711256487 103.95
22 63911465255 69921790998 72186204466 24660997552 2602551129 719420356 103.875
22 63881187392 70018317134 72254285907 24282609109 2658747390 716012474 103.8125
22 63879461339 69861693644 72047600833 24525055069 2630304959 720902417 103.825
22 63849961616 70797027264 72893308590 23990429383 2660537460 738227770 103.85
22 63905012122 68324656627 70689056534 25353778233 2557392336 704610579 103.825
22 63943271820 73065514853 74964505620 23121441719 2850844955 739462036 103.8875
22 63850436351 70204946542 72413760572 24511327953 2617319367 718940308 103.8875
22 63879490228 70070811614 72203315692 24405593557 2675673268 716706601 103.8625
22 63911637965 70450700960 72610077589 24428948132 2646441982 721998958 103.8375
22 63879653634 71635598537 73650980090 23648983382 2742511039 727724395 103.875
22 63879648324 72174932668 74202808110 23653072492 2730190907 728241349 103.9125
22 64007631538 70448798931 72630041091 24210115105 2682937551 726432725 103.8875
22 63850787081 72034138305 73797469582 23389176269 2724153961 752808372 103.9875
22 18807646033 21762541091 22419751469 5113371250 463829703 152190667 63.5625
23 62483785116 67543183509 70544512991 25849584269 2080680604 595738837 102.4125
23 63887614565 75317420976 77129833671 25343630706 2064895454 535828914 104.025
23 63943681544 73656291226 75572234806 25957370639 2016448865 523038029 104.7
23 63884893712 73795693937 75741183159 26113864984 2008264048 515213301 104.95
23 63839226337 74345434007 76271488663 25840721011 2034314793 508553717 105.0125
23 63825069988 74085812345 76062598886 25738097198 2080524164 518856278 105.0625
23 63931058680 74590293394 76488057634 25658070955 2058076188 514597260 105.1625
23 63896090747 74834823608 76698318231 25629697587 2090952668 521305951 105.15
23 63923762203 75699978285 77455071972 25574881310 2063296718 525211590 105.275
23 63846436976 75024572318 76908721450 25599347623 2051333402 520063069 105.2875
23 63934431543 75326742684 77223066843 25857349008 2048160297 520488176 105.2625
23 63901844705 74036316954 75995317189 25748437679 2033962821 513178425 105.2125
23 63832214959 74059322969 76035793953 25788641533 2052952187 521737893 105.1875
23 63895707981 75568749222 77336885859 25149950665 2118837000 527417944 105.125
23 63867685027 74334003189 76275427523 25998200714 2054570873 519831868 105.1375
23 63875729451 74768555974 76608030098 25829117469 2036745339 516877360 105.1625
23 63849716847 74174530881 76029312214 25979500966 2025698474 521975317 105.1125
23 63866511854 74865831386 76720142873 25831715390 2013410956 512579681 105.125
23 63842352654 75267898786 77145294387 25617208405 2065469577 516615793 105.1625
23 63912972165 74454723847 76415121617 25873954397 2027095841 505177096 105.2
23 63830611445 74635687578 76521614006 25338060765 2100119762 530466127 105.1375
23 63816819986 74389194173 76211587529 25770031405 2046810116 524255549 105.025
23 63926699196 75429516771 77197019413 25492135823 2089343039 526838194 105.1375
23 63865441249 75055954710 76853314380 25278327694 2103130139 535709891 105.175
23 63843361113 75756398973 77520487831 25130720600 2115586142 535983208 105.1875
23 63805796190 75676320373 77506191862 25188629676 2110453871 530504124 105.25
23 63943776597 73935956038 75928739258 26227007057 2026017329 514645107 105.1375
23 63826392978 74453812697 76370527218 25787278385 2071972149 524039448 105.1
23 63871168749 73869315106 75736868285 25458116470 2062230298 533469473 105.0625
23 63839845907 73517398208 75491006384 26435205448 2014442350 509677503 105.1
23 63849213688 76084597299 77826008979 25139516248 2125202582 527552338 105.1625
23 63845220015 74246969872 76156399461 25922933328 2055133359 516652261 105.15
23 63854655358 75211808104 77048088957 25780668928 2035940778 519479179 105.1875
23 63820137435 75887295115 77694029704 25021929923 2105291951 521878398 105.225
23 63823588304 74856638126 76744573556 25745270232 2062118533 525688847 105.2375
23 63868517583 75062087354 76617277845 26957522235 1673831624 404891832 105.05
23 57575972645 68843297959 69987939830 34356883202 508086428 41734199 102.6875
23 58606026883 69299096529 70293494034 34668896936 507333310 38328072 102.4875
23 58458695964 69212016144 70206181320 34192231557 540157066 40413591 102.05
23 58324772300 69183398389 70176887834 34556054862 529180322 39596515 101.875
23 58233806717 69093010297 70085705698 34472790317 537677788 39736424 101.7125
23 58351964358 69028848124 70028587466 34230545199 542148478 40646647 101.7375
23 58587753412 69547220362 70571607792 34571637947 508296130 38647741 101.7
23 57873856330 68714590228 69731193179 34582226394 507298493 38510863 101.7625
23 58291806467 69233565921 70250510403 34513227347 507295021 39269825 101.7
23 58482846905 69342073103 70360765430 34517041730 515043740 38864183 101.675
23 58265682689 69210462225 70234985948 34402203538 539169170 40368725 101.7625
23 58382757788 69331302220 70351689794 34101674596 543845550 40990910 101.7375
23 58075566372 68784690790 69793552881 34496326995 536493721 41266512 101.6125
23 58144262809 68768975337 69766077256 34527254543 535103818 41480628 101.6
23 58320771011 69106934254 70100428091 34630113456 507994507 39180365 101.625
23 58311142061 69094099716 70087757731 34588918718 508179804 39628472 101.7125
23 58845088312 69560407013 70552554409 34551722198 507354692 39097680 101.675
23 58787298505 69542381276 70535104151 34229043947 532820869 40660539 101.875
23 58393826631 69192512849 70185658570 34591160106 531057809 39886687 101.8125
23 25244486054 29822625759 30401395065 2222225844 835015 5284203 65.575
24 62669033051 65948000626 68253543757 27029133978 2141078605 607725080 100.6
24 63843081750 69306123652 70813258590 25336149674 2288125868 673562969 102.3
24 63841933052 69425549745 70928763650 25575739269 2286348335 666800043 102.5
24 63873349259 69243462141 70808977382 25578298905 2274939969 667459504 102.6625
24 63961901309 70524425972 72044019501 25293789241 2311273503 659639296 102.7
24 63903994858 69447312212 71091790196 25655650230 2274749996 661350142 102.6625
24 63878759438 71016908477 72493903233 25036516492 2351515787 660686616 102.7625
24 63841862684 70378841189 71889678395 24970693808 2325359847 671731798 102.75
24 63879788117 71236956159 72682646543 24744727937 2357163445 664042883 102.8125
24 63860535176 71380657393 72855545742 24530546508 2372645079 668227624 102.925
24 63873312135 71525636215 73074752061 24284393882 2362200613 668609320 103.0125
24 63842321866 71229536940 72779377614 24831023097 2364141410 658312985 103.075
24 63848100290 70686166889 72238833812 24716730472 2366071233 664879530 103.0125
24 63897750843 71027085482 72548269320 24457817195 2364198180 677144545 102.975
24 63851316238 70628247438 72137576542 25140343482 2333988031 655955389 102.95
24 63943437546 72131104185 73604077428 24028830840 2392913683 681864919 102.9875
24 63840439576 70226467252 71746569813 25070071539 2335913019 665279478 102.9625
24 63880227279 70403665498 71911922780 25124648648 2297202463 664510884 102.9
24 63838433230 69433150559 70968449322 25042885894 2317954304 677945385 102.8875
24 63898600736 70051622328 71515485838 24925424137 2315005790 676751264 102.9
24 63902737595 69673475197 71157939911 25129652427 2318193224 675675724 102.8875
24 63840162735 69150718029 70727324217 25042377671 2290212343 684757849 102.775
24 63906108689 69536797972 71008596153 25441824004 2269785415 678324995 102.775
24 63849775849 68682721555 70195000312 25242473116 2279737547 692968337 102.7125
24 63911267155 69319413204 70692875661 24864458584 2315500685 692183954 102.65
24 63890659129 69211963683 70675926375 25287064906 2264308870 686309388 102.65
24 63879547594 69596218428 71037886747 25186226036 2296951639 687284932 102.75
24 63912254474 69932966043 71286929823 24455954485 2365614414 693889683 102.7625
24 63873002951 69207546462 70785360250 25359235387 2290578009 678284943 102.9
24 63884932547 68539874490 70159822242 25618164431 2258355474 672951831 102.925
24 63849476235 69369769564 70888078677 25307142449 2283240054 674614857 102.925
24 63885653876 69784599466 71256269530 24915867126 2301735547 688838193 102.975
24 63943019487 68552898952 70206537694 25807977023 2242481412 663163613 102.9625
24 63927263971 70935614723 72308416041 24400302460 2373947755 674610481 103.075
24 63892302895 70138066128 71661537523 25108250963 2305918371 670875645 103.1125
24 63877670909 69784583036 71313428339 25024343385 2318627359 672417579 103.1
24 63875006923 71475271481 72879013322 24562419466 2376169669 673808402 103.1375
24 63879258168 71016993325 72561161645 24573190705 2369443939 668784797 103.1375
24 63874662422 71429876094 72726285635 24439602388 2365161677 682054039 103.075
24 62087389172 68732010740 69468240889 25190623395 2069666158 628814707 102.3625
24 62389903305 67755904224 68137079509 27059788773 1721059958 548693637 100.725
24 62097955337 67056259377 67415001074 27011609692 1718649789 559282609 100.1125
24 62412749916 65847791536 66189573809 27534763889 1660019607 565820315 99.8625
24 62528501498 64596275808 64924520031 28186385985 1579124835 576169705 99.7125
24 61765911184 63171120544 63492466716 28571153827 1535016101 578193168 99.525
24 61734145836 62995487993 63317452147 28708654447 1514748018 570655325 99.25
24 62115710717 63839992311 64152673590 28337874588 1572161959 576240898 99.3375
24 61662530445 64466707331 64793372584 27880870083 1632602182 567230766 99.575
24 61619277362 66253614201 66590782063 27431382566 1690099443 556498263 99.575
24 62224110631 67617744638 67971162390 27032796872 1740812574 556458977 99.7125
24 42477326272 46197697085 46542892270 20423844730 1154033065 370926105 85.6875
25 62685123081 69617519622 73663196568 26420212859 1905144708 541725904 103.2375
25 63869900787 69967646788 71555011658 26748992471 1562666721 586434704 104.075
25 63873593119 71084988869 72632921212 25276969694 1583496730 681915878 104.2125
25 63879486882 70667508007 72223894523 25772878167 1437167694 660100703 104.1125
25 63851344173 73331201171 74833108622 24308982204 1484404170 695469464 104.075
25 63910221582 73055539505 74908684646 24159821833 1425138643 709305955 104.225
25 63910395991 72788514160 74565546148 24612469173 1457198748 692514844 104.3
25 63851401616 73237545588 74850292450 23205238929 1543424267 723780381 104.4
25 63851107850 74636938837 76373554943 23327865888 1535800266 730617516 104.5
25 63879221650 75966835539 77702890907 22825550505 1506050167 734290001 104.625
25 63868706888 76382734885 78112467145 22206345387 1520816474 766510166 104.7
25 63903735725 73865990203 75690446287 23191347349 1450357920 722811540 104.6375
25 63911580329 76192318337 78115933167 21592179420 1481613319 774443452 104.675
25 63943369731 73411871753 75409114852 23655418761 1425589317 712512610 104.6125
25 63879798608 76729001021 78614079009 21999637906 1440109998 771380711 104.625
25 63912237350 75220942902 77113390404 21781321859 1459945064 769059604 104.6375
25 63911380030 77460973177 79439066002 21819158206 1484723285 770205737 104.6375
25 63880150743 74401000738 76231514621 23375801329 1528744793 738333545 104.5625
25 63854535489 75111311410 76716912061 23004194439 1508654750 744055962 104.5
25 63850788932 74679639738 76389399226 22884922610 1450332255 730705280 104.5
25 63911947385 76728941555 78574398895 21596829664 1482538750 775014169 104.575
25 63880112917 77253784253 79332719126 20586373341 1509068299 796493573 104.6625
25 63911509561 77629046752 79687155300 21228129425 1492690620 776490470 104.6875
25 63911891962 77876812710 79960218297 20971023459 1544854975 790015144 104.7125
25 63878625039 77429684787 79682201028 21514522309 1534781555 775666143 104.6375
25 63852065042 77711435424 79847143525 20886648654 1499003501 786711131 104.625
25 63880482811 77902217863 79993626048 21477559939 1502832717 776229555 104.6125
25 63851623664 77775148797 79706128350 20753781229 1504105419 783759753 104.7125
25 63911878050 78045715432 80074637640 21256545445 1465276192 791867802 104.65
25 63879618400 77550117357 79545287140 20729185832 1524451472 801419468 104.5875
25 63880644437 78161072607 80000269014 21569478309 1562078637 775196062 104.625
25 63850407135 76639394814 78468117305 21406203125 1526250802 783095209 104.65
25 63842682738 75781886639 77913505101 21699057107 1487542583 778181659 104.6125
25 63944071177 76809002081 78902889003 21441781316 1476454368 777423262 104.6125
25 63943859675 77466915659 79558335290 21704436992 1509272793 773840359 104.5875
25 63850737098 77182429592 79143973637 20747570049 1499280097 807695649 104.6375
25 63880255222 76848394421 79115598040 21302391285 1429541910 786270580 104.6375
25 63880313337 79585592604 81661827441 20187069150 1505033088 791476980 104.7
25 63881063731 77228489977 79372895459 20982622152 1491296304 785743237 104.75
25 63879883222 77951243451 80052262133 21167016998 1511651242 790543229 104.65
25 63943022007 75949382934 77900772385 22188143362 1479235698 764590849 104.6
25 63850161299 78545508487 80423177986 20400920923 1490276015 812308955 104.6
25 63879884858 77001184299 79096727522 20938411596 1483120183 800212906 104.575
25 63975595290 78630274745 80633624001 20728559862 1490420212 806818791 104.625
25 63911363074 85640234674 87982806228 17481473328 662507113 862302936 104.7875
25 63975655501 86024441016 88115783919 16689671783 72185 891183802 105.1125
25 63975158439 88405922860 90948343160 16095053901 67281 881869088 105.175
25 63943471160 88624778807 91229647574 16377992661 70195 860209231 105.2875
25 63879510213 87643763857 90105322128 16290849628 68193 866544422 105.4
25 63943828534 87909180804 90653153034 15997390262 69502 882629062 105.3875
25 63943231688 87734223094 90336911890 16219253587 68635 878548634 105.3375
25 63911343196 89580377736 92475193328 15987095304 68336 851545979 105.3875
25 63910972864 88056563165 90567233967 16337075166 71044 875216489 105.4875
25 63976004845 88796388457 91497947453 16081396180 68204 862391120 105.4
25 48109129489 65613544877 67520272341 13577842429 80216 748706488 96.2875
26 62460158106 71932070222 76635871541 22793318512 2111393730 585192429 98.375
26 63870018647 74169231249 78189766158 22008016342 2278846295 658176027 104.5375
26 64105253723 74421058504 78194102760 22197938943 2207996619 655631226 104.8875
26 63975259418 71411406390 73884374038 23476935734 2246866967 651697685 104.4125
26 63846940520 70747854665 73175209808 23777310352 2267717219 658310548 104.1
26 63930679367 71373392945 73750551531 23407350417 2313304522 667896193 103.9875
26 63874097778 71938261030 74182835314 23149564324 2267181700 655239952 103.9875
26 63967184712 71842435645 74135547041 22980805934 2244827143 652608746 103.975
26 63873404278 70616700225 73108127647 24013036342 2282194024 653471139 103.975
26 63974471633 70667832789 73050619697 23952885399 2292234027 662498187 103.975
26 63873430218 70366936360 72764532902 23928670678 2273176665 662567777 103.8875
26 63905079228 72043320124 74312356900 23230445947 2321724378 665853614 103.875
26 63880130362 71020415760 73385126151 23635590315 2321978069 669272325 103.8375
26 63942519582 70063271538 72497744634 24248106633 2264007623 650461341 103.825
26 63872128061 71120285232 73412128408 23548227232 2267157995 658668305 103.8125
26 63870633852 70861224437 73201646613 25196455014 2254110377 631166511 103.8
26 64207195172 69841476751 72174205973 25577631048 2311305357 655110466 103.55
26 63932522073 70067867396 72436029420 24587598495 2304916636 662568556 103.575
26 63949358288 67804883231 69742527705 26706692659 2311658133 620124607 104.1375
26 63984528443 67087756439 69001093744 27363703908 2377694730 623675681 104.2875
26 63895690758 68421431759 70321002272 26926440250 2416874824 621269099 104.1125
26 63841114942 65719030489 67776186142 27681820136 2333774563 609381968 104.05
26 64016857931 65289403238 67359204855 27575917835 2324984315 611778385 103.9625
26 63877264728 66383779892 68376784212 27515002867 2356679080 625192274 103.9375
26 63942708567 65445245647 67565648509 27576339895 2337904528 618332824 103.825
26 63943988811 67107653046 69001663012 27348148733 2354148063 613452511 103.775
26 63847829830 65836832769 67779836448 27500879000 2357104029 618274428 103.7875
26 63845283333 66813818476 68737906991 27016782650 2411405794 623396747 103.825
26 63897064948 67028682072 69046955574 27209167190 2384769145 622795937 103.8
26 63831535435 66738308997 68230198422 27912112838 1756197435 465385174 98.4375
26 63925294719 62258308176 62619662623 37877458342 1607199841 80115206 102.575
26 63840609955 62121029796 62389360899 37968578245 1622527104 77324302 102.2125
26 63752407693 62155836666 62418233052 37938805846 1625931397 77293451 102.1125
26 63913276980 62422835459 62681449121 37948721442 1631099103 77309744 102.125
26 63819993911 62407526108 62664083699 37885770436 1633098341 77460452 102.1625
26 63806273244 62486814340 62738210126 37834838739 1634354245 77499323 102.25
26 63918785399 62665990266 62912700963 37798672204 1640914434 78076659 102.3
26 63837102887 62575213099 62824645198 37788872043 1644707094 78373030 102.3625
26 63846883989 62568088327 62819706582 37813730984 1646867195 78536008 102.3375
26 63906661632 62620781642 62875325381 37884005170 1651244143 78699684 102.35
26 63880646877 62463477495 62729514570 37864610907 1652363468 79033738 102.325
26 63880023175 62451056909 62720366066 37955180933 1652213020 79336873 102.3375
26 63859799511 62470005785 62735863072 37862204708 1651728084 79472692 102.35
26 63753251667 62507869464 62759571421 37821564855 1654336601 79938614 102.3875
26 23871509963 23426489429 23539880577 18299969998 780073378 38348786 74.95
27 63559599722 72915783142 75937696567 26744132251 2088847748 473659391 101.9625
27 63879451001 74145170576 76728911432 26246703426 2143671023 503228926 102.3875
27 63850096955 74375293793 76890634913 25961420009 2138352655 504050211 102.525
27 63843172993 74440895720 76973171631 25866524404 2159482896 517609867 102.7125
27 63912330708 74398062277 76981963338 25984705790 2168958525 521022909 102.775
27 63850371851 74694440874 77244855999 25858461954 2180594040 508243276 102.8375
27 63879295181 74124500855 76708298731 25930200947 2159922955 518882138 102.8625
27 63879624464 75246212921 77719140490 25683573993 2218250903 512990333 102.8625
27 63879421175 74419304883 76945270204 25782693918 2180405639 526813398 102.925
27 63879764202 74998582879 77488013238 25842744364 2199389312 507347650 102.925
27 63849330323 75682889251 78134596523 25671781951 2163308575 505484360 102.9625
27 63879057944 74960000998 77448313354 25767747093 2176512138 502649206 102.9125
27 63879234796 74738945000 77309046842 25994353659 2154298002 498629809 102.925
27 63975443375 73569892724 76185597687 26180252853 2151277902 511479976 102.9875
27 63909586656 74527535914 77076776499 25900305997 2157691978 506838059 102.975
27 63879438062 74714668838 77262140448 25884494128 2154729996 513163997 102.85
27 63879746758 75070966642 77567309277 25947915131 2177190987 512091475 102.8125
27 63879189283 75538476751 78083393865 25383343839 2205671294 514260368 102.8
27 63910650264 74562835601 77078759489 26178960718 2169506236 503992602 102.7625
27 63849943295 74288248665 76813014856 25948978755 2145384503 504954814 102.725
27 63911728923 74560195517 77051370731 25833747167 2188020409 523178891 102.6875
27 63911380164 75403802332 77964438426 25750202395 2184887299 515077916 102.675
27 63880134352 75069023415 77581444484 25652387657 2198586999 523283945 102.75
27 63850063633 75120380074 77631307910 25800692503 2200090238 509209570 102.625
27 63879211277 74129361283 76711662674 25995959351 2158885675 510729201 102.6
27 63879213919 74959839348 77433839576 25644462336 2190072195 516753162 102.6
27 63910961915 74677845937 77202090207 25756455864 2171354892 518702729 102.5875
