"WK" "FP_COMP_OPS_EXE_X87" "BR_INST_RETIRED_ALL_BRANCHES" "BR_INST_RETIRED_CONDITIONAL" "BR_MISP_RETIRED_ALL_BRANCHES" "INSTR_RETIRED_ANY" "UOPS_RETIRED_ALL" "RESOURCE_STALLS_ANY" "INT_MISC_STALL_CYCLES" "L3_LAT_CACHE_MISS" "ICACHE_MISSES" "L2_RQSTS_MISS" "UNHALTED_CLK_CYCLES" "POWER"
14 1207260807 6590127073 4061905788 46684723 104452831558 126503663715 31820002368 35007964252 27672080 223824048 343141214 77591377779 43.12463
14 1026929849 5786437464 3592769280 39565301 93083006111 128141376410 24307751694 26809199787 36690632 287245618 589597517 68459909684 43.62445
14 406478513 3704014426 2537687989 32510525 46431780135 97633676308 12056796353 14504334516 33836347 324941866 465231810 49970528569 44.62461
14 532759762 6513274726 4627799605 56508261 75561090033 119516102480 18382350374 20313203213 49779790 459419997 829462095 54098000947 35.49958
14 553203218 2528260072 1678600079 26496890 72827147725 163637120708 25460165090 26299489577 69752855 641037294 1164342041 69713271194 40.87466
14 413570357 1961111149 1323056530 21925599 58921745648 161311300478 25090589150 25941187420 67135648 670423109 1073489747 69450531546 38.49971
14 695014161 3267558544 2201322761 31916394 98078361248 162196993432 25308857263 26134139081 68105223 672917718 1086680738 69443469700 38.62467
14 741259010 3349157353 2213959927 34229911 95412293589 139798571173 21691448672 22501610456 59672592 538615994 1023534842 59943200537 38.62454
14 694281245 3254073469 2189682017 32092776 97330116813 160941236675 25148341768 25915256303 66333119 686535492 1031711805 69325646855 38.49968
14 687826380 3245508147 2190462435 31787629 97868252378 163222469896 25391293124 26305531840 69148470 653687445 1140258499 69961723053 38.49969
14 796681818 3668035981 2450615675 37188764 107294030513 163787453621 25471668975 26305960466 70339081 655924550 1169231748 69990176764 38.49964
14 976351753 4439359818 2960969329 46579552 129165958257 161542171251 25206042602 26032091660 68729591 661263386 1107638379 69200549779 38.37465
14 909748506 4309295889 2917531365 44070222 130065350870 162120206081 25172716924 26019230082 66844922 685726302 1055810539 69751850480 38.3745
14 918851772 4331348398 2929147825 43969747 130734312384 133100124443 20609154408 21282805443 58018412 499211631 982177150 56672112271 38.37464
15 740564385 3942472639 3623172775 166826765 29765842823 98693852293 17339881255 21829342935 59446353 4851380 300969586 54744858884 38.74934
15 1219698671 6726180596 4975431745 171754684 63195032392 103911444088 21802523187 27520048666 34751099 4962566 186851722 67416631014 38.37445
15 1489646129 8448420416 5837634744 164555163 83123591600 93537835538 21643831503 27281606549 33722211 4368993 174634506 66465529379 40.99927
15 1193951364 6827392328 4870581851 160681486 65203610513 70287376603 17739047353 23456905912 18950858 4029568 107290044 52346865404 41.74943
15 1918397192 11159814851 7812338187 244489387 107497973959 99626064811 24401152270 30570667742 41397130 4886937 190763252 69619626634 42.24904
15 1019333663 6008190996 4366908630 162057093 55801293629 89934654214 23311136435 29623247350 38229576 4776206 175979725 64504693627 42.37418
15 1481899950 8707693293 6831131197 317049032 75464128015 78940277652 19275870262 25403719747 43670515 4798998 196857527 58581648399 41.74938
15 1511238506 8802226802 6774304102 293207710 78106672593 73630988802 19665720565 25388471935 32160411 4042358 146307865 55081900337 40.87431
15 1537222647 8805189883 6839477964 298274920 77885290569 78750301621 20591669449 26125082216 35705662 4787799 175298195 58855682500 40.74943
15 1554524800 11796779961 9815047742 410373583 78633364022 42875483598 8120564501 13885686196 30987595 6315576 149415689 38365806636 36.49927
15 1617485356 10512203205 9152652534 429229662 72116171008 44729193329 8133862492 13531580823 24544765 6178578 135783513 39410060296 33.87452
15 1530249429 7943000481 7318040199 419211956 60099371091 44150885556 8038534734 13446052415 23737619 6134320 125550468 39229038606 35.74948
15 1434343354 7865938838 7194066630 431526740 58622986870 43936260604 8009180432 13445505179 24798336 6199547 130768010 39252988240 35.37451
15 1371116053 7810077091 7107714260 430297960 57648770735 43973847988 8238165395 13650742208 30198205 6155661 152466971 39514380998 35.6245
15 1417849809 7881816191 7201909200 427036896 58455748408 43241814989 8615845156 13956200222 38729398 6265503 176596907 39544848478 35.74949
15 1514976489 7969653861 7334004348 418406271 59975875149 43095793702 8805785507 14038282879 40899536 6286703 189076478 39432070121 35.74949
15 1204618463 6373859730 5811804120 324036399 47851585823 43263669310 8736109304 14015329402 40213578 6335247 178141548 39576274187 35.4995
16 28136675 22105320981 20081073951 858646415 120030226346 104005747699 6614478219 12268913182 29081413 5718407 319473209 55171203079 35.24967
16 373313960 22720948018 19611787529 890622387 138820967816 123205469389 12837858657 20230238908 12761266 6678924 228907146 76090506603 36.87455
16 27460216 10210665881 8959974053 438677190 59402129233 57072360903 5462715074 11324198199 8057069 4545786 140874729 44068353580 43.74957
16 42877412 12337434155 10680164976 542296295 73616424288 100149965090 17683195733 24057980692 7544324 4409746 135671989 67305455690 43.74959
16 279315934 13529480213 11616284581 552438098 84128377562 50602300856 6572161711 13127958087 5711828 3566741 91436031 39608334317 43.87459
16 528643739 10098831172 7982797810 348856646 73946867716 56423350435 5447106072 11367312287 5108070 4142031 111155348 42259501568 43.99959
16 265045266 11031771984 9063452464 451956164 73790090849 92375671098 7687493790 14648805305 5108083 5241544 111674988 64122606589 43.87457
16 329539505 8724808077 7043516819 334981891 60999184070 88941295505 5407905109 11756956762 3336172 4827120 111009467 56977823877 43.87459
16 336034719 11783364885 9509483884 509497424 81501454044 131898019726 11054017178 18447112715 7160864 5521663 149999011 73431477036 43.49956
16 147386872 13654934448 11374155261 508521149 77437871321 143556502309 8111009706 14658918259 6442186 6456329 213771064 73917147834 37.49963
16 115465636 12755977616 10546052167 493708275 76602497718 153561597590 6879651799 13135335864 4560759 9196192 185063979 76954838089 35.37453
16 50569056 10801609224 8996228802 468722918 68806948430 153901706254 6960250581 12981869066 6160060 6891665 162833968 76226630757 32.87469
16 42679993 10944042435 9393302320 529432358 66438799177 148503898141 6856993827 13207000154 4970812 6545261 191553293 76226228588 32.99969
16 64642350 10616500373 8794831803 484739780 68300337334 155088092154 6771170713 12777818964 3658833 6843766 137682433 76254053090 32.87468
16 48518886 10677123742 9071949888 523454734 65951810043 152949472194 6990949890 13005205250 3848425 6653231 152062233 76244482892 32.87469
16 64026956 10630305883 8835178148 482222796 68026260473 158967417017 6949875949 12627181139 3208234 6835967 118659283 76224966293 32.87469
16 76576620 10569420306 8653827455 457210659 69219695835 157859272257 6925188348 12692094758 2814734 7043260 118702155 76239768208 33.12467
16 70978983 10579465042 8704872203 470478132 68749578461 157898885306 7137759500 12882986039 2351270 6882638 108905598 76249694035 32.99966
16 63804178 10495557885 8553753740 460553535 69179058823 160545297473 7272608338 12853349763 3529620 6844798 101306010 76226013942 32.99967
16 60460290 10325318073 8359927714 463926335 68731841472 159636883529 7046503386 12782860259 3487326 6842679 97448608 76239232846 33.12472
17 2714149 7685070012 5669554338 50552110 30280516770 61564031460 2040066201 3184566159 6397038 17370885 39343804 31356784919 27.62477
17 715343696 10776006065 7419473676 66332360 70832771636 87522458801 12731487344 13969895250 13122235 17588662 152297522 45883922350 28.62476
17 807720216 11358467608 7778992854 67777208 76769354254 124171676450 37828623053 38663362785 7110807 14485948 324019825 73472566398 37.74965
17 807435762 11042241594 7542432459 65414666 75424923536 122713120935 38476842762 39324691981 9140762 13579581 201918810 73482856237 37.8747
17 627160626 9241483345 6353254261 56794654 61148913749 123244276278 38255439817 39075164102 7044803 14044652 156075987 73479737833 37.87469
17 641973746 9280056618 6369250928 57133284 61887004515 123161653632 38282912329 39096700520 7383960 14449498 82465442 73477265411 37.74967
17 808171173 10587127882 7197229494 62763387 73777091997 94219573248 29417115012 31526267503 10652260 13495578 185470600 62310530977 37.87469
17 508755113 6508409074 4529528516 46662289 59812147995 83276032589 24551349729 27189875027 11397460 13757440 121404338 57272774379 37.7497
17 220603683 3654245715 2869313429 59176158 49990263105 84505519125 16401814702 18865248306 12235740 6888043 134097131 43401377891 33.49968
17 412836081 1076156577 1010191083 49010105 44611798662 93850020513 9360134285 11617174994 9138575 40040565 114856185 39384999317 26.87474
17 2417699074 1025129899 942830235 108552516 95339662905 145941044036 28041595099 28865638561 34010507 11984552 133380571 60138907322 30.74972
17 2428998667 1032743413 951125808 108032358 95791008659 182592717104 35593043256 36580843372 43692886 13499573 146423430 75806893704 38.24964
17 2447105753 1030694758 949863683 108948764 96162300607 184564446837 35676560525 36593573650 41897683 12935806 141116232 76216997823 38.37464
17 2463513740 1027944886 947254385 110077146 96295749298 184012658230 35374728984 36365891338 41339133 13446302 143298407 75886841594 38.24963
17 2468472857 1028633045 947255638 110548378 96105440931 183697926711 35318954294 36325312487 40679260 12714383 138908392 75830071496 38.37464
17 2462745872 1025433716 943442996 111446174 95885572285 183618824456 35596551827 36523403725 41164174 13753572 142282643 76211621334 38.24969
17 2478908086 1028830691 947568860 112550201 96500073828 183033177435 35243548189 36240833699 39668307 13246565 142117354 75849477549 38.37467
18 1069320366 16832097033 13255682017 224033992 98019711545 40100106203 5665582314 8180802661 1098051 4970004 6259795 18598115694 36.99972
18 1436758558 11205533721 7942665876 174707743 93951409524 95664341136 19439823076 24215141667 3161203 5547069 36398917 59498053229 36.87471
18 778627380 5337463568 3782781134 103962456 47092523651 101561655966 21204327060 26026661245 3459966 4729244 40702456 64014206002 43.87463
18 761517642 5215171321 3692280029 101246054 46071666884 77544352151 14756002184 20418102704 2552781 4552655 29080937 53378844408 43.74963
18 1413261857 9604128144 6772583608 181003098 85354277621 54227503631 10123256089 14863296523 2144004 4068054 23603084 39721546357 43.87464
18 1003700059 6781994690 4747622381 126687184 60852221797 54817367084 9539345251 14426509097 2082825 4402391 22384588 39558838980 43.87462
18 759340363 5133515544 3588143416 95369398 46144593418 82497299781 13294344802 18211440960 1781329 5091757 20565391 52276006427 43.87461
18 653807908 4447864127 3121864210 84083036 39757088046 67640385645 11984856284 16599237516 1533106 4992823 17088571 46039170739 43.87463
18 464350536 3786075889 2815639601 78165405 28955443540 77828322661 14257926772 18499825554 2192136 7495750 21313075 48642103957 43.87462
18 580096007 8355999835 6170740267 115258097 48428697012 117935746099 11917906076 15895502058 3806109 37353987 15411934 55188716806 39.74968
18 411891779 3686283296 2798898852 77043860 26192319358 83571241053 11666978257 14052133009 1181266 7647145 9069808 38725390576 37.9997
18 395034433 2953775669 2274889932 72708309 22952712716 63550898170 8971623219 10630968357 1166577 6764466 9325398 29520616596 35.87471
18 398301274 2980494883 2295448569 73599874 23169172738 25406437510 3654897550 4110216610 1525832 7160526 12537387 12044515562 30.12477
19 1101651 758382986 413099546 10839279 12444872896 1981018459 5002182755 6577329012 3919944 14678995 24081293 1979728155 41.62452
19 259935921 3075170258 1777224474 80694403 43340093769 59604626797 19595797596 22489407590 40481468 164370556 318041317 43836328308 42.12451
19 752238710 6284470772 3696807411 131980410 78957043208 86073570252 22801664330 26874617978 72758158 389874379 616400485 65459025291 44.12451
19 774286941 6709409184 3941844572 165922682 84544916600 88008631580 26418021630 29910776231 55668710 226884490 431252364 64308058232 44.37452
19 829163006 5101078658 3047818777 38197274 55637208161 62119457755 17701807860 20231686112 9698149 43501900 99046948 42552432271 44.49952
19 842392211 4998689245 2991048407 27087186 53506592420 56629344450 16441624813 18759873018 3431493 4976550 41542312 38372737009 35.62461
19 842477217 4999017196 2991238202 27070505 53511148451 56624186936 16444157621 18760524541 3494243 4949945 41850923 38367278103 35.37461
19 828629930 4916775284 2942053781 26626486 52632586353 56949363861 16543566814 18850573146 3749428 5033055 42057313 38593252799 35.24961
19 148733265 2948594595 2088237432 22760053 15972212357 24636511025 6010039665 8162868773 2510408 6345986 27611727 20332416271 32.49965
20 97054302 13141034161 8845981054 124264281 58887473443 74376297907 10247546656 13947736221 49715343 20969895 134102262 42492526134 24.62474
20 359818013 6170927010 3092466967 81604035 41686145160 81398462234 27818179692 28686181456 62606567 14388245 174900800 52327341459 25.24976
20 404225925 5151789312 2298359111 75040185 39046836694 83747156567 31656673904 32351664861 61656033 11336687 165105710 55180729760 24.87477
20 404231844 5096359515 2285634212 73499095 38746546075 83309631089 31840632414 32524106287 63032700 10128007 167445593 55179841190 33.87465
20 404221575 5055225799 2274819436 73225188 38514496944 106446289204 39672075557 40357675364 65656286 9633771 183077405 68603095287 36.49961
20 414660690 4818797374 2152394167 61406809 40997009345 115102947619 45770339768 46713830345 80808062 8346591 198252548 77264351048 36.37461
20 693357848 6222873901 2874058398 45756306 66827760453 112276384843 60548516963 62713605295 195462328 7303752 306204068 94644379667 36.37463
20 500845736 4539319331 2161536748 32527960 47688635689 90147643085 53989486446 55950335652 183999351 6628101 288069502 81726555014 39.62459
20 259476101 7929520880 5080490864 65089895 45849992676 64843765889 36402088478 39012956652 197204529 36069237 290331124 62792658009 41.24941
20 25595397 1578855493 427229361 15167625 16484826084 50884612517 43403304226 44442614470 265836679 13228198 385132589 59704311990 40.62447
20 20521697 1366138057 319920859 13204106 14872977423 44839493255 43774628328 44426063357 275644656 6565823 381023754 56862994079 34.87451
20 20579805 1368574603 320906796 13228338 14894431159 45255431684 43729504262 44391678898 278223125 6443164 376852809 56898516931 31.12457
20 20628573 1370145136 321515142 13222299 14908670002 45355058184 43695790020 44367189998 278565016 6410885 376228512 56921145262 36.8746
20 20664186 1389209242 331030715 13226012 14992037951 28896061586 31638185690 32110499555 213352942 6461320 281306582 40136577443 35.12467
20 20691407 1371401545 322078107 13167724 14919975540 5150826909 6868060480 7024389501 57065480 6673960 87931824 8912372906 35.12461
21 100905611 8637495617 6996932657 43338035 48354259063 51144447123 42153139205 42873046830 647308686 5724652 900303895 54797081273 39.4993
21 839445792 8388562991 5877593571 64187858 79770462746 87372168390 48208325618 50553970120 506207864 7317481 683492177 77032713249 39.37439
21 1166727645 7233896880 4473161459 69216732 83142072247 74777150993 38580813842 41987191343 389257381 7234610 518208612 69064542746 43.12434
21 1280982954 8174553880 5172895355 83492485 98743637402 81184455802 38022520877 41217817850 328812060 6401116 468175719 68929942074 42.9994
21 550328222 4138413133 2892724805 42896041 60657058764 121995466970 57407062854 59653862911 419611810 6796596 627032431 94165691185 43.6243
21 724906113 5019450707 3343726589 44801634 67258403313 120788324616 47587566938 50130762464 171597833 7094899 262025013 85910691599 43.49931
21 836673427 5693330192 3751574647 49980959 74771975677 116405781588 53829478305 56168418602 385937838 7270417 544334838 90104570828 43.62431
21 1057373542 7137178926 4686241203 70160412 92895490098 99876408658 47209385296 50480288725 378529111 7472846 589337605 83210280660 42.87435
21 383397568 2974235905 2109528579 26124169 45102260395 43427705392 34832588412 37220766180 546247347 6587129 757337137 53414427380 43.49939
21 274562521 6988207268 5252155152 51358965 53811971409 66691338047 46382982003 47353984807 627400661 6737423 814353403 63828905269 39.99921
21 47265683 1224718222 1165584762 2995528 30071876343 51702494912 43313502084 44088916677 656199545 6547221 842854114 55936139210 34.87443
21 18703914 487548465 464474126 1177876 12029927205 34981524218 27795582092 28330774455 416352753 6219372 619883986 37382579900 31.74951
21 21842618 544385581 523101830 5255512 13975336851 34857988284 29518412460 29949894101 440473040 6006639 651334114 38389973267 35.37433
21 22838850 568049766 543335176 2288609 14488725250 34785850300 29817116712 30170692493 444049305 6002275 578309548 38412845044 37.12442
21 22805656 566505026 540764931 1204772 14473351613 34822345713 29857882793 30192499467 444249146 5887812 576602308 38413569527 36.74941
21 9825080 248037254 235795646 500322 6291083136 8238165078 5399173201 5887107973 77855625 4900929 106009442 8008219067 36.8744
21 10819726 270934143 258545164 1552379 6909790778 247076527 452056290 797268201 3113636 4492117 9457820 551055966 36.12438
21 22816114 567999677 542810896 1861271 14477858953 353035612 504864243 810747917 2997641 4326173 9217159 733490654 36.99938
21 22845457 569580803 543723825 1180441 14480974748 505148416 504002100 808071191 4742012 4213848 12058014 744370208 36.87439
22 3720345998 16077795756 15316273331 728516515 102002877433 125676365014 18183551182 28223833709 59017382 11809254 328521572 93662615921 44.49961
22 3653854243 15891727715 15057217103 743801832 101709151216 118353107502 19992429667 30218998681 100627326 12468769 407219643 94287642176 44.62462
22 3528012027 15187903819 14351134923 709082141 97556046645 107264961683 18705362054 28863908871 98382583 13079094 413383254 88188953515 44.99962
22 3629956410 15578671829 14771553152 703298546 99463990473 120149470582 18703129468 28716693484 78866179 12376785 352788652 92710085214 44.74961
22 3597551631 15587917361 14778578954 724048394 99518352348 129842021187 19260931423 29560189294 66776162 12734978 373629934 99130871016 44.74949
22 3585351077 15481605720 14642324287 716037466 99178532788 127186092413 20030793817 30439567847 79840293 13064399 397247759 98736099704 44.87464
22 3655803935 15782047273 14946881078 722910607 101003838721 119540359838 19670404988 29837491171 90550729 12761945 391393083 94027937526 44.87463
22 3609374008 15635860915 14815208522 729486659 99954460213 120511760258 20057146404 30410111824 92429836 12945438 403663769 94885699676 44.87462
22 3420616739 14769668071 13950456102 682880387 94481285288 116945684846 19643637172 29963133820 97673727 12368683 407623362 93176404647 44.87462
22 3326683875 14269473866 13471394142 659162608 91312485370 120243097686 19677134024 29797965523 83766122 13011801 389466639 94300275342 44.62449
22 3508178571 15134583873 14324986863 696059713 96830332276 116867394619 19176139351 29339451616 82873472 12706157 394069099 92489713635 44.74963
22 3520621580 15141902052 14369885804 671921064 96305355006 133584031652 18275567281 28366774932 49487078 11624485 317727461 98045203727 44.6246
22 3946410205 17139198091 16341432782 793869945 109213079702 124703532928 19152577041 29346729086 76277002 12032250 366628243 95579909953 44.24947
22 3725142401 16152730318 15334166743 765854166 103487744762 123433931741 19458161745 29429122106 77769316 12354086 373371976 94835539389 44.87462
22 3614512619 15501957458 14717521407 705969230 99039926231 116951385405 18899113432 28980545127 85704952 12364876 382089375 91157065500 44.62463
22 3851247180 16584713550 15786635616 746535590 105643438900 113223517336 18179578826 28164282014 86649191 11968666 380979577 89660840850 44.62459
22 3609434518 15612601489 14778183501 723256868 99904302811 123183286726 19479535561 29793797254 80572569 12991547 378477908 94931214429 44.87463
22 3554203071 15258387178 14449119207 694533740 97531296778 115982838679 19857933800 29861465729 100769708 12289820 390466000 92348375894 44.87463
22 2097062075 9166361585 8751118468 433925474 58271979795 63242314437 8649442011 13166426072 18977276 8436460 127933102 44478794670 44.74963
23 2838497762 12529326508 11650164928 547333077 103214103246 118261203505 19365819346 26207409777 75285600 223531496 552922857 82378505811 44.49939
23 2209911980 9618798354 8791852987 392724637 88072268252 107372775860 17752774737 24225957370 74743883 292630864 531042810 76103553217 44.49954
23 2682235283 11919453152 11039846618 525902658 103322488521 117169884421 19910844074 26533186787 89207025 260453955 622398318 80269767923 44.6244
23 2275746262 9807996180 8895493197 393192599 92086508758 117530734393 18818024323 25371711583 67483637 227543473 532355540 81468106314 45.12441
23 2566364245 11298281468 10509091009 489232261 90707580844 118989163515 19245273503 26095440420 66451249 196080082 552938431 82719928456 43.49955
23 2699587247 11690482520 10817392387 491715240 97993957198 122633995458 19189586726 25789503833 64579496 182251410 483970199 86981755265 44.87452
23 2681740565 11767004189 10849166239 507055693 102320659049 122021948164 20367525144 27172077660 74789249 194758928 515918545 85577652626 44.62449
23 2626309330 11563783406 10700863079 504934634 99139026095 104807598155 16820287192 23610146392 60769098 207885552 464897884 78198332824 44.62454
23 2196848858 9568366234 8650197509 391210722 90789313139 118364759991 19458413464 26243250685 82396669 281517205 667215744 80810953473 44.62454
23 2560488061 11158233359 10323842702 469315832 92467083484 119865775622 20277908522 26971340200 76390360 232065876 511976647 82184417926 45.24945
23 2479618068 10686342777 9940458599 439335174 85008574943 112093720431 18229872907 24813050987 74513373 215121916 600153509 77393936312 44.49938
23 2517637796 11066511871 10215331381 466021074 100051272391 132610138297 21357418184 28269206455 71289455 273811480 493338041 90006021599 43.74945
23 2596579402 11294709698 10431283545 486078897 96109368350 109978572045 16860721642 23481351544 70752950 260445067 599560637 76920207117 44.99951
23 2913013235 12807589675 11979932931 568136837 104387470689 140215067325 20934623916 27610001052 53536860 279192103 478899816 92672236913 44.87455
23 2011750119 8653184040 7794915562 341879489 83019201777 134666295086 21016836408 27854282830 71803975 352771923 641984348 87448505836 44.37455
23 2310828181 10105075141 9159254635 408666101 95632017897 113625012227 17919680473 24766374734 61736484 192134155 478992118 81253090463 45.24933
23 2419649086 10576280588 9830695000 456403866 89069376201 111766911261 16416289742 21948492454 54437062 278061031 536757946 74370340434 44.99939
23 264068215 1214602462 808666073 15904373 35287446405 104997834568 15425665893 15954796382 41640748 437923657 660285593 46378243064 40.12451
23 273222367 1242552890 823932130 16264348 35938067527 130697947940 19300161032 20037490989 56607808 498305325 950439210 57061881008 27.24968
23 298876413 1341505014 884779937 17777958 38038708475 157759680969 23299744069 24034948996 67074528 637213072 1084721818 69238282254 27.3747
23 376623248 1788214807 1209285367 23562343 53704953583 157862501920 23372748281 24092368588 66407890 645686588 1072282693 69448570959 27.1247
23 476940536 2189471535 1464923438 27693728 64412186157 158502082332 23435325524 24204583657 66940410 608369016 1138377372 69260490507 27.24971
23 674027218 3171823189 2151848044 36359468 96444386409 156763193439 23135504131 23918139503 63760394 656639318 1007790590 69250450432 27.37472
23 723801617 3266659608 2170957687 39298344 94112761075 134845414211 20002939418 20646045893 58019663 509683017 977483018 58997157968 27.1246
24 2621618926 12556564690 11668495655 472133843 85981738525 99361753278 18947826843 27139531269 85453700 9601040 364972813 76740121711 42.87415
24 2752516525 12915870729 12063433055 575811453 89158385287 105263162443 18838142037 28157582943 85378734 9918753 350215976 82475400289 42.62402
24 2573467041 12092935658 11245060594 583958549 86091316021 114496521194 18483174613 28197898116 58266721 9639634 287019655 85913683739 42.87429
24 3040075239 13897388552 13077063940 656119517 94757276123 114370399062 18119299797 27611083033 58284405 10371761 281207055 84559430113 43.1243
24 2740546327 12693934344 11867499296 614894867 86800084357 109600679138 18479512735 28250477270 73962547 10005585 313802184 84582320793 42.99928
24 3299281352 15395728219 14480075797 765610189 103049319506 98372862613 18461381215 28030049773 93622385 9751892 347175594 77974445804 42.87397
24 3116509115 14763983415 13847633294 740266509 98227308868 109019514811 20026453688 29638298473 100527880 9862265 374759340 84831966101 43.24905
24 2879210987 13994108400 13023458545 705121694 94802336315 118743406278 21400158578 31026144405 102079135 10326072 411489287 90238912155 43.12429
24 2783467562 13327744446 12434351710 671483585 90063491880 92471786118 17480700213 27067526903 93000227 10542452 354922177 76105550433 42.62425
24 2945516683 14187793818 13248535911 701925788 96282027755 96373521577 18331898342 27570820077 96423235 10475548 360878969 77861244419 42.7493
24 2898613003 13554751940 12705626534 642250114 91236642144 100874640539 17337126733 26729187831 77981158 9643199 310660173 78812628749 42.62426
24 2794344748 13296150409 12402550987 638273798 91679400167 93158543358 16709351087 25998726495 79841949 8417630 298248889 73470578907 42.87429
24 3030434018 13970821739 13120526380 671566039 94507802846 101143652957 17262740462 26659319273 72009643 9724303 289809975 78999009231 2.305797e+18
24 2831429971 12950961581 12164631659 603950442 87800594589 93432194096 16785310515 26193634277 83816305 8914648 307988536 73470167328 42.37431
24 2887036324 13505173901 12657564420 667643697 92281624888 110597894786 18788201704 28326523793 79991812 9654941 303746275 82569369384 42.2493
24 2996113205 13872018658 13044274672 667459696 92789612016 110022970667 18899195505 28243270094 75468980 9439722 323713233 83463488581 43.12414
24 3395066113 15868037548 14965146162 782875223 105132973380 105722177053 20230534513 29714835876 96207176 9611932 375478983 83169802788 42.87429
24 1542969642 8622741001 7884820227 473408662 62851152594 58776075490 11120130584 16982830899 61715813 6700720 230333620 44437966303 40.12431
24 1416748025 8009063951 7308168163 440020717 59087741835 43480684938 8142252516 12538417440 41025674 6251856 181501419 32663973080 30.2495
24 1475389034 8052308206 7375472451 432991276 60094493129 43756239918 7880431482 12229178852 35942864 6185956 162033856 32665975460 30.24949
24 1522538961 8016384513 7376475355 421251163 60343337175 66555503685 11113658363 15539755050 38670158 6632059 190127698 45039151336 30.37449
24 1547918823 8041002199 7412436243 420104216 60806367978 65747561123 11046459550 15432333741 36559226 6825571 179675554 44622740516 30.24947
24 37574311 380963716 281378112 13566507 2463039447 3570844861 608781136 855151903 3959891 8292474 20876361 2376205221 29.87449
25 1859099051 17089710836 15999982837 694966702 98493942085 128263378696 12978423846 22504367777 63743369 9696705 470719078 89777268499 41.87448
25 1915651475 18908361188 17513113105 811636806 110722793897 121438070975 12762569561 22369033635 66929455 9946367 419228749 88386763104 42.62458
25 1284461793 18592340884 16746244535 819314006 110491097646 129422142211 12074394974 21905035929 59126323 9865346 354781588 89817584958 43.49944
25 1603053244 16617484042 15023086152 724476938 100672640410 126330861949 13580026193 23184069871 60426748 9544479 319607269 91300469224 43.74958
25 1624842122 15767825541 14310987134 684575153 95208573969 112665428029 12558334496 22074202638 69382502 10854118 316349919 83171124978 43.37461
25 1757185319 17068046008 15509119084 774142355 103431852544 121294283569 13134538784 22935385130 57204720 10893781 322900768 86763827091 43.99957
25 1562707402 17173273848 15583381821 760017769 102520506543 118532986988 12714743293 22326912185 68934939 11572104 355416240 88241326887 43.74959
25 1855900135 17296725211 15562428878 786992081 107151722759 115675844650 10605001530 20158960513 39488282 10310032 276682918 83444983391 44.12444
25 1972432938 15088382374 13521839962 717504733 96358786184 122963448014 12996065507 22490835308 50763178 10394158 284722897 87974350608 44.12459
25 1697029832 16136673230 14245551520 726540577 102681301617 114939484692 11131782466 20847056613 43577758 10763499 301766637 85362505069 44.74959
25 1430031545 19294034812 17287771940 881263512 116730902972 145994178763 13812944772 23207427907 22423369 12620944 268286448 98791475736 43.99956
25 1883278583 18485094524 16567419961 859973888 114990463507 137849746062 13078398076 23023158861 38805795 11412260 306138488 94806633344 44.1246
25 1834214294 17092595336 15334422960 802276456 106785165712 124308848676 11511000542 21232866716 37907226 11871817 303043387 88816980848 44.74944
25 1921949152 17832757979 15727341419 826842690 114856567084 151494456147 11443070545 21202104431 29061348 10646470 226580053 98171876987 43.87445
25 2061741445 16341937581 14904294188 775819981 101213505091 121685781283 12227382527 21629135613 52250834 11778173 295298726 87797882536 44.49958
25 1395584922 18035301659 15901987540 882115321 112406614453 106896696994 10405090705 20002599457 54730796 11046361 290205791 79708674898 44.49957
25 982357078 16325302602 13983543182 736371974 104152615940 113951176743 11648727205 21199668466 51960417 11152210 254992513 81182562335 44.87445
25 288717405 14707206018 12523292330 695037912 91659239409 77984809046 3856687959 9747921516 7116398 6467595 97777070 47863601336 42.74961
25 84559424 13995486027 11507930429 618790323 91023892754 65224178622 2362896505 7079842447 1372012 6174831 58800748 38390055511 32.87469
25 89244647 14081705482 11697823942 643383287 90242323380 61126125056 2321466924 7091529150 2406456 6084205 79448329 38350231280 32.9997
25 86203336 13992707498 11613159450 639842052 89790823888 63238659077 2255594254 6901957010 1910429 6055530 67901694 38374527492 33.24968
25 95984164 13864819778 11331039822 604144822 91012883068 64196489817 2238333302 6867384594 1537299 6111280 56495837 38374112836 32.99969
25 92820398 13793405674 11226536673 594496683 91091809400 65575962969 2264942125 6618693810 1474680 6111995 48584683 38373806220 33.12471
25 82763237 13671302095 11065937026 589151456 91011461009 67466473853 2374016217 6863086863 1495373 6139913 43348468 38373298086 33.24968
25 52567669 9888456892 8065393080 481099672 65167466089 64058216302 2302333424 6909347749 2505170 6077029 55996653 38376808960 33.12469
26 2187888597 17040104164 14133251914 483135441 91088132635 94741032750 14357006417 19999955209 42311436 20184570 277133996 64341978301 38.87463
26 2838370362 18351175614 16211659277 622370994 102203052788 112572772115 18183412303 23877309406 34376164 22180740 333718208 75536842978 38.49961
26 2892449300 17898733073 15952412618 600825265 100311188680 142021597315 22520898880 28284440644 34949805 21313742 444896426 89588687355 38.99964
26 2666796797 17894842738 15779945898 609516599 98764779231 126918317600 21402778736 27489718390 37447643 17414793 407685920 83744880391 39.87462
26 2661337443 17627939982 15596181848 595849285 97396762817 125172718763 21433698739 27284210623 46876600 20195279 358748974 81878109764 39.74962
